label,edit_sim,rouge_l,cosine_sim,combined_score
1,0.2532467532467533,0.15476190476190477,0.6100450158119202,0.33935122460685935
1,0.28628230616302186,0.1411764705882353,0.5984746217727661,0.3419777995080078
1,0.26754385964912286,0.18181818181818182,0.609262228012085,0.3528747564931299
1,0.30227272727272725,0.12429378531073447,0.5165070295333862,0.3143578473722826
1,0.28510638297872337,0.11235955056179775,0.5573866963386536,0.3182842099597249
1,0.2665369649805448,0.11834319526627218,0.45150548219680786,0.27879521414787495
1,0.2761506276150628,0.16842105263157894,0.4156548082828522,0.2867421628431646
1,0.25635103926097,0.1566265060240964,0.6313585042953491,0.3481120165268052
1,0.23138832997987924,0.07070707070707072,0.3506547808647156,0.21758339385055517
1,0.25,0.07567567567567567,0.26334288716316223,0.1963395209462793
1,0.25406504065040647,0.10344827586206896,0.23445746302604675,0.1973235931795074
1,0.23210831721470015,0.17894736842105263,0.410381555557251,0.27381241373100124
1,0.2732558139534884,0.15789473684210525,0.42603930830955505,0.2857299530350496
1,0.24756335282651076,0.09876543209876543,0.5253093242645264,0.29054603639660087
1,0.28988764044943816,0.1097560975609756,0.43437546491622925,0.2780064009755477
1,0.24545454545454548,0.13157894736842105,0.6986517310142517,0.3585617412790727
1,0.27605118829981723,0.21176470588235297,0.5966746211051941,0.36149683842912145
1,0.25235849056603776,0.12195121951219512,0.4091750681400299,0.2611615927394209
1,0.2451923076923077,0.19480519480519481,0.5247967839241028,0.3215980954738684
1,0.2584033613445378,0.08648648648648648,0.4378518760204315,0.26091390795048525
1,0.2595744680851064,0.14689265536723167,0.6055060029029846,0.33732437545177424
1,0.24099099099099097,0.13173652694610782,0.45542025566101074,0.2760492578660365
1,0.2450450450450451,0.08139534883720931,0.38652098178863525,0.23765379189029656
1,0.31991525423728817,0.1518987341772152,0.3778074383735657,0.28320714226268967
1,0.26853707414829664,0.19672131147540983,0.5919870138168335,0.35241513314684664
1,0.2742616033755274,0.19672131147540986,0.35565656423568726,0.27554649302887485
1,0.269155206286837,0.12834224598930483,0.3609965145587921,0.25283132227831134
1,0.2534930139720559,0.13953488372093023,0.6373639702796936,0.34346395599089324
1,0.3211538461538461,0.17,0.6492303609848022,0.38012806904621615
1,0.25565610859728505,0.11249999999999999,0.5187907218933105,0.2956489434968652
1,0.2765531062124249,0.09677419354838711,0.43524572253227234,0.26952434076436144
1,0.23464912280701755,0.160427807486631,0.6490796208381653,0.3480521837106046
1,0.27210884353741494,0.14285714285714288,0.2433653622865677,0.2194437828937085
1,0.2784552845528455,0.17045454545454547,0.5313665270805359,0.32675878569597566
1,0.22821576763485474,0.14942528735632182,0.4826628565788269,0.2867679705233345
1,0.26048565121412803,0.1714285714285714,0.7575274109840393,0.3964805445422462
1,0.2637362637362637,0.10869565217391305,0.35451021790504456,0.24231404460507378
1,0.24390243902439024,0.10256410256410256,0.4197862148284912,0.255417585472328
1,0.2326530612244898,0.05376344086021505,0.4257122278213501,0.23737624330201834
1,0.27364185110663986,0.16666666666666666,0.27331167459487915,0.23787339745606187
1,0.2338204592901879,0.18823529411764706,0.6469749212265015,0.35634355821144553
1,0.22754491017964074,0.11578947368421053,0.5346564054489136,0.29266359643758827
1,0.25897920604914937,0.07035175879396985,0.35966119170188904,0.2296640521816694
1,0.2755741127348643,0.1395348837209302,0.18826326727867126,0.2011240879114886
1,0.24145785876993164,0.1437125748502994,0.5154163241386414,0.30019558591962414
1,0.22899159663865543,0.061855670103092786,0.32946377992630005,0.20677034888934942
1,0.2165178571428571,0.1590909090909091,0.2153327465057373,0.19698050424650115
1,0.25865580448065173,0.0975609756097561,0.3424009382724762,0.232872572787628
1,0.28968253968253965,0.21348314606741575,0.5013810992240906,0.334848928324682
1,0.2645161290322581,0.10596026490066227,0.7259999513626099,0.36549211509851004
1,0.2600422832980972,0.10465116279069768,0.32398664951324463,0.22956003186734653
1,0.26694045174537984,0.15028901734104044,0.7039722204208374,0.3737338965024192
1,0.23983739837398377,0.07547169811320754,0.4990538954734802,0.2714543306535572
1,0.23861171366594358,0.13017751479289943,0.5673197507858276,0.3120363264148902
1,0.30166666666666664,0.14563106796116504,0.25934723019599915,0.23554832160794362
1,0.2395437262357415,0.11042944785276074,0.31856900453567505,0.22284739287472577
1,0.24208144796380093,0.11560693641618497,0.40620720386505127,0.2546318627483457
1,0.24545454545454548,0.07142857142857142,0.4310699701309204,0.24931769567134576
1,0.2373626373626374,0.051948051948051945,0.3730810880661011,0.2207972591255968
1,0.27252747252747256,0.18784530386740333,0.5609815716743469,0.34045144935640764
1,0.2538975501113586,0.1103448275862069,0.4987305998802185,0.2876576591925947
1,0.2532751091703057,0.14285714285714282,0.4153730273246765,0.2705017597840417
1,0.2845360824742268,0.11695906432748537,0.5706300139427185,0.32404172024814354
1,0.28865979381443296,0.1460674157303371,0.6948603987693787,0.3765292027713829
1,0.2590233545647559,0.14213197969543145,0.6350001096725464,0.34538514797757786
1,0.2509727626459144,0.14492753623188404,0.581872820854187,0.32592437324399515
1,0.24896265560165975,0.1711229946524064,0.6244408488273621,0.3481754996938094
1,0.2846153846153846,0.14213197969543148,0.5227921605110168,0.316513174940611
1,0.2327935222672065,0.10062893081761005,0.5297645330429077,0.28772899537590807
1,0.2648870636550308,0.08888888888888889,0.3966138958930969,0.2501299494790055
1,0.2694610778443114,0.1271676300578035,0.6968412399291992,0.364489982610438
1,0.22925764192139741,0.09523809523809525,0.3291427493095398,0.21787949548967747
1,0.27188940092165903,0.1863354037267081,0.4569076597690582,0.30504415480580843
1,0.26990291262135924,0.14371257485029942,0.609031081199646,0.34088218955710153
1,0.2870370370370371,0.06030150753768844,0.2552800178527832,0.2008728541425029
1,0.2917647058823529,0.19161676646706585,0.3655645251274109,0.28298199915894323
1,0.23042505592841167,0.19895287958115185,0.4852779507637024,0.30488529542442194
1,0.23296703296703292,0.1125,0.37088653445243835,0.23878452247315707
1,0.2912423625254582,0.23728813559322035,0.46592503786087036,0.33148517865984967
1,0.27755102040816326,0.15568862275449102,0.712965726852417,0.38206845667169037
1,0.2790697674418605,0.2072538860103627,0.6383713483810425,0.3748983339444219
1,0.28686868686868683,0.125,0.6430235505104065,0.35163074579303116
1,0.25875486381322954,0.13333333333333333,0.19860732555389404,0.19689850756681895
1,0.2770137524557956,0.15294117647058825,0.2536318302154541,0.22786225304727933
1,0.27555555555555555,0.14634146341463414,0.43900102376937866,0.2869660142465228
1,0.2364864864864865,0.1,0.37697601318359375,0.2378208332233601
1,0.24463519313304716,0.14606741573033707,0.4212520718574524,0.27065156024027887
1,0.23554603854389722,0.1694915254237288,0.601272702217102,0.33543675539490936
1,0.2559139784946236,0.11320754716981132,0.3111404478549957,0.22675399117314354
1,0.2692307692307693,0.13664596273291924,0.5488204956054688,0.31823240918971907
1,0.2678571428571429,0.13903743315508021,0.5337955951690674,0.3135633903937635
1,0.22997946611909648,0.09782608695652173,0.3233534097671509,0.21705298761425637
1,0.24943820224719104,0.13750000000000004,0.5836983919143677,0.3235455313871863
1,0.2952380952380952,0.099009900990099,0.4727863073348999,0.28901143452103134
1,0.25667351129363447,0.07643312101910828,0.4751325845718384,0.2694130722948604
1,0.20227272727272727,0.17857142857142858,0.8380914926528931,0.4063118828323497
1,0.27122153209109734,0.09424083769633507,0.3826071321964264,0.24935650066128626
1,0.25791855203619907,0.18292682926829268,0.6385127305984497,0.35978603730098047
1,0.2821011673151751,0.14285714285714285,0.5573524236679077,0.32743691128007524
1,0.24390243902439024,0.1095890410958904,0.4237283766269684,0.2590732855824163
1,0.274102079395085,0.20304568527918784,0.4172588288784027,0.2981355311842252
1,0.23625254582484723,0.09356725146198833,0.2071387767791748,0.17898619135533678
1,0.2533333333333333,0.13725490196078433,0.4841077923774719,0.2915653425571965
1,0.2510121457489879,0.1271676300578035,0.5248030424118042,0.3009942727395319
1,0.23586744639376223,0.10526315789473685,0.6041369438171387,0.31508918270187924
1,0.2860262008733624,0.16326530612244897,0.2792297601699829,0.24284042238859807
1,0.2511848341232228,0.12578616352201258,0.37781262397766113,0.2515945405409655
1,0.2901353965183753,0.1932367149758454,0.24259330332279205,0.2419884716056709
1,0.2987804878048781,0.14893617021276598,0.6437265872955322,0.3638144151043921
1,0.2674199623352166,0.1339712918660287,0.32410353422164917,0.24183159614096483
1,0.267056530214425,0.1913875598086124,0.47867250442504883,0.31237219814936207
1,0.27636363636363637,0.125,0.3063359260559082,0.23589985413984818
1,0.22676579925650553,0.10650887573964497,0.24534352123737335,0.19287273207784128
1,0.2848484848484848,0.10638297872340424,0.4466879963874817,0.2793064866531236
1,0.25387596899224807,0.10416666666666667,0.07351826876401901,0.1438536348076446
1,0.2315369261477046,0.10204081632653061,0.3630741238594055,0.23221728877788025
1,0.2819047619047619,0.125,0.28300005197525024,0.22996827129333738
1,0.2929475587703436,0.12669683257918551,0.37984299659729004,0.2664957959822731
1,0.28820116054158607,0.16748768472906403,0.4192962050437927,0.29166168343814763
1,0.2594142259414226,0.1764705882352941,0.4834919571876526,0.30645892378812306
1,0.27722772277227725,0.23463687150837992,0.3746897876262665,0.2955181273023079
1,0.25,0.11976047904191615,0.4326879680156708,0.26748281568586235
1,0.2239685658153242,0.10416666666666666,0.44856780767440796,0.2589010133854663
1,0.2509025270758123,0.09574468085106383,0.5034111142158508,0.28335277404757564
1,0.2549019607843137,0.09195402298850576,0.2820727527141571,0.20964291216232553
1,0.20703933747412007,0.05714285714285714,0.2892286777496338,0.18447029078887034
1,0.24888888888888894,0.13872832369942195,0.4821197986602783,0.28991233708286307
1,0.2723492723492723,0.17297297297297298,0.40532875061035156,0.28355033197753227
1,0.30492424242424243,0.15609756097560973,0.4730963110923767,0.3113727048307429
1,0.29501915708812265,0.08372093023255815,0.2809017300605774,0.2198806057937527
1,0.2533333333333333,0.20606060606060606,0.730277419090271,0.3965571194947368
1,0.24024640657084184,0.14583333333333334,0.4214399755001068,0.269173238468094
1,0.282565130260521,0.1319796954314721,0.16487395763397217,0.1931395944419884
1,0.23790322580645162,0.1585365853658537,0.5049973726272583,0.3004790612665212
1,0.2767676767676768,0.17045454545454547,0.4428224563598633,0.2966815595273618
1,0.2676348547717843,0.14973262032085563,0.40371641516685486,0.27369463008649825
1,0.2684824902723736,0.12000000000000001,0.5280736088752747,0.30551869971588275
